date,source,medium,campaign,cost,impressions,clicks,users,revenue
1/18/2024,google,paid,chrome_launch_switch,$68.68,5959,5821,965,$402.16
1/12/2024,linkedin.com,organic,solution_data,$56.62,1643,1489,927,$913.93
1/7/2024,google,social,(referral),$80.86,5651,5295,433,$179.75
1/3/2024,bing,(none),solution_marketing,$17.35,2839,2269,795,$989.41
1/3/2024,linkedin.com,organic,chrome_launch_switch,$82.96,8795,8479,564,$258.88
1/9/2024,meta,(none),chrome_launch_switch,$40.50,1285,676,340,$252.12
1/4/2024,boards.greenhouse.io,organic,solution_marketing,$26.66,3612,2678,125,$292.26
1/4/2024,gdmsugar.gartner.com,organic,service_strategy,$30.25,1892,1163,843,$566.55
1/19/2024,yandex.ru,social,chrome_launch_switch,$88.28,4554,4012,523,$377.88
1/20/2024,google,referral,(direct),$80.01,8195,7777,973,$326.97
1/29/2024,meta,referral,solution_data,$18.01,1890,1490,395,$504.30
1/2/2024,app.amplemarket.com,(none),(referral),$57.25,3638,3146,972,$428.92
1/2/2024,momentum.com,(none),solution_marketing,$27.15,8595,8059,416,$777.10
1/11/2024,enterprisemarketingportal.google,organic,service_strategy,$55.74,9232,8549,527,$354.75
1/17/2024,enterprisemarketingportal.google,organic,solution_data,$26.24,7183,6543,100,$174.93
1/19/2024,brightedge--c.vf.force.com,referral,chrome_launch_switch,$74.23,3862,3761,430,$400.30
1/14/2024,meta,social,chrome_launch_switch,$48.81,1815,970,390,$746.04
1/1/2024,boards.greenhouse.io,referral,(referral),$37.26,4759,3885,639,$459.07
1/14/2024,linkedin.com,(none),service_strategy,$27.75,1899,1336,295,$142.30
1/11/2024,app.amplemarket.com,social,(direct),$52.96,4498,4014,971,$426.20
1/9/2024,app.amplemarket.com,social,(referral),$75.37,2722,2603,347,$829.32
1/5/2024,linkedin.com,(none),(organic),$74.40,6978,6341,117,$494.47
1/20/2024,momentum.com,referral,christmas_cmp,$73.41,5861,5480,517,$128.14
1/18/2024,meta,(none),solution_data,$74.81,4778,4570,478,$367.02
1/8/2024,(direct),social,(organic),$31.24,8467,7766,172,$768.13
1/26/2024,bing,referral,(organic),$96.91,2659,2307,417,$146.77
1/9/2024,linkedin.com,referral,chrome_launch_switch,$56.55,5887,5869,430,$690.68
1/26/2024,meta,referral,(referral),$17.71,3406,2696,147,$903.43
1/4/2024,gdmsugar.gartner.com,social,solution_data,$35.70,8713,8051,689,$900.34
1/16/2024,meta,organic,(referral),$59.17,5107,4703,250,$533.62
1/1/2024,brightedge--c.vf.force.com,paid,solution_data,$60.61,4434,3810,771,$823.57
1/13/2024,gdmsugar.gartner.com,referral,christmas_cmp,$70.47,6035,5524,180,$936.24
1/11/2024,google,referral,(direct),$40.62,7043,6226,578,$587.47
1/28/2024,gdmsugar.gartner.com,organic,solution_marketing,$76.47,1508,792,710,$850.61
1/20/2024,momentum.com,referral,solution_data,$91.36,4627,4453,791,$576.36
1/18/2024,google,organic,solution_data,$38.43,4402,3838,363,$525.26
1/21/2024,chrome_launch_switch,referral,(referral),$79.69,5418,4584,810,$521.77
1/1/2024,gdmsugar.gartner.com,(none),solution_data,$23.28,7912,7279,194,$726.63
1/7/2024,bing,(none),solution_data,$33.75,3489,2947,244,$555.32
1/10/2024,yandex.ru,paid,solution_marketing,$21.41,1566,874,775,$255.30
1/17/2024,(direct),referral,solution_marketing,$18.16,8397,7652,737,$621.33
1/23/2024,enterprisemarketingportal.google,social,service_strategy,$17.79,5432,4764,532,$159.67
1/14/2024,linkedin.com,referral,(organic),$28.07,4069,3098,334,$351.04
1/5/2024,app.amplemarket.com,(none),christmas_cmp,$12.87,6050,5336,276,$311.87
1/19/2024,yandex.ru,social,solution_data,$46.07,8624,8370,423,$843.39
1/5/2024,chrome_launch_switch,referral,(organic),$47.56,8107,7353,652,$350.06
1/26/2024,enterprisemarketingportal.google,organic,(referral),$62.11,9397,9307,770,$371.22
1/25/2024,linkedin.com,(none),(referral),$51.17,4596,4383,733,$354.05
1/19/2024,chrome_launch_switch,referral,(direct),$66.11,2810,1940,661,$108.83
1/11/2024,momentum.com,organic,solution_marketing,$61.63,9879,9764,237,$237.24
1/29/2024,boards.greenhouse.io,social,service_strategy,$99.82,1923,1825,564,$743.25
1/16/2024,gdmsugar.gartner.com,paid,service_strategy,$14.51,3503,3004,388,$547.88
1/2/2024,app.amplemarket.com,paid,(referral),$35.27,1264,733,542,$846.41
1/28/2024,momentum.com,organic,solution_marketing,$77.13,2477,2138,770,$257.99
1/18/2024,meta,referral,chrome_launch_switch,$93.33,4140,3343,178,$980.00
1/18/2024,linkedin.com,paid,(direct),$64.74,1411,650,192,$481.05
1/11/2024,enterprisemarketingportal.google,organic,service_strategy,$81.51,4827,3876,872,$326.54
1/22/2024,app.amplemarket.com,paid,service_strategy,$69.55,7216,6476,393,$812.26
1/27/2024,enterprisemarketingportal.google,organic,(organic),$88.95,6712,6492,980,$857.25
1/5/2024,brightedge--c.vf.force.com,(none),(organic),$23.82,4896,4348,144,$570.35
1/9/2024,meta,social,chrome_launch_switch,$66.53,6543,5915,439,$255.98
1/2/2024,momentum.com,social,(referral),$82.02,5623,4837,203,$317.80
1/1/2024,momentum.com,(none),solution_marketing,$56.12,3337,2684,574,$546.22
1/3/2024,bing,referral,solution_data,$32.10,5211,4274,671,$244.80
1/24/2024,yandex.ru,paid,service_strategy,$30.31,2660,2552,958,$724.52
1/17/2024,google,social,solution_data,$51.99,1500,1446,824,$268.46
1/1/2024,chrome_launch_switch,organic,(direct),$47.16,1076,553,785,$975.79
1/11/2024,enterprisemarketingportal.google,paid,(direct),$34.29,3970,3230,204,$884.14
1/27/2024,linkedin.com,referral,solution_marketing,$55.74,4328,3692,172,$951.03
1/18/2024,yandex.ru,referral,christmas_cmp,$69.66,4557,3757,492,$199.76
1/23/2024,brightedge--c.vf.force.com,(none),solution_data,$57.63,2008,1288,275,$521.68
1/10/2024,boards.greenhouse.io,social,(referral),$20.68,7171,6615,280,$395.06
1/22/2024,gdmsugar.gartner.com,referral,solution_marketing,$86.30,9357,8374,274,$958.73
1/11/2024,brightedge--c.vf.force.com,referral,solution_marketing,$65.60,5827,5364,488,$559.29
1/26/2024,linkedin.com,paid,christmas_cmp,$26.79,6357,5506,248,$929.92
1/6/2024,app.amplemarket.com,paid,service_strategy,$12.84,6059,5372,945,$157.19
1/7/2024,google,referral,christmas_cmp,$37.57,4828,4661,504,$882.14
1/25/2024,app.amplemarket.com,(none),chrome_launch_switch,$88.81,6508,5718,918,$128.17
1/2/2024,app.amplemarket.com,paid,chrome_launch_switch,$88.30,8100,7487,793,$372.13
1/3/2024,(direct),paid,chrome_launch_switch,$55.49,5950,4997,115,$981.33
1/27/2024,chrome_launch_switch,paid,solution_data,$44.12,3724,3672,367,$242.45
1/3/2024,linkedin.com,paid,(direct),$37.88,8698,8129,228,$779.32
1/28/2024,brightedge--c.vf.force.com,paid,solution_marketing,$18.84,7890,7870,338,$998.39
1/23/2024,google,(none),service_strategy,$40.12,1727,1088,256,$130.33
1/24/2024,yandex.ru,referral,(organic),$69.67,9509,9024,569,$715.38
1/13/2024,linkedin.com,organic,christmas_cmp,$35.81,6673,6248,597,$205.88
1/11/2024,boards.greenhouse.io,social,solution_data,$13.41,3993,3145,357,$504.13
1/4/2024,linkedin.com,organic,solution_data,$88.85,8954,8137,362,$146.30
1/7/2024,bing,organic,chrome_launch_switch,$45.34,6644,5755,128,$242.11
1/6/2024,google,social,solution_marketing,$53.50,9831,9467,627,$406.50
1/1/2024,meta,paid,service_strategy,$60.12,5495,4590,265,$949.01
1/25/2024,yandex.ru,organic,(organic),$69.60,4360,3647,663,$353.55
1/20/2024,bing,organic,(direct),$52.81,2835,2658,285,$995.59
1/10/2024,bing,paid,solution_marketing,$47.83,5135,4975,275,$920.70
1/14/2024,gdmsugar.gartner.com,paid,solution_data,$93.90,1897,1708,725,$121.65
1/28/2024,boards.greenhouse.io,referral,solution_marketing,$35.34,4558,3661,870,$969.22
1/28/2024,google,social,service_strategy,$71.44,4347,4039,441,$675.34
1/7/2024,linkedin.com,social,chrome_launch_switch,$25.38,4883,4570,868,$672.11
1/29/2024,app.amplemarket.com,paid,christmas_cmp,$18.23,6321,5376,842,$971.56
1/3/2024,linkedin.com,organic,solution_data,$82.40,7799,7185,433,$299.55
1/2/2024,chrome_launch_switch,paid,solution_marketing,$84.10,6559,6187,196,$752.93
1/19/2024,chrome_launch_switch,social,solution_data,$19.52,8913,8000,819,$837.08
1/14/2024,boards.greenhouse.io,social,chrome_launch_switch,$45.10,1939,1685,870,$678.54
1/15/2024,chrome_launch_switch,organic,chrome_launch_switch,$46.57,6824,6392,769,$972.64
1/17/2024,google,paid,solution_data,$38.34,2495,2378,432,$400.38
1/12/2024,yandex.ru,social,chrome_launch_switch,$77.05,5296,4823,862,$472.22
1/18/2024,enterprisemarketingportal.google,organic,(direct),$58.60,5474,4960,105,$216.07
1/20/2024,linkedin.com,(none),solution_marketing,$47.88,3295,2588,278,$649.33
1/12/2024,app.amplemarket.com,paid,(organic),$38.03,1375,958,879,$807.64
1/29/2024,meta,organic,(organic),$86.96,7160,6582,573,$216.11
1/24/2024,boards.greenhouse.io,(none),(referral),$78.35,8975,8380,680,$981.79
1/12/2024,google,(none),service_strategy,$84.97,4174,3452,431,$833.53
1/28/2024,meta,referral,christmas_cmp,$99.22,6418,5706,127,$828.38
1/4/2024,google,social,(organic),$85.34,1099,825,702,$161.78
1/9/2024,(direct),paid,christmas_cmp,$24.87,3154,2881,468,$224.92
1/20/2024,gdmsugar.gartner.com,paid,service_strategy,$22.13,2013,1161,225,$544.84
1/22/2024,yandex.ru,(none),chrome_launch_switch,$63.26,3679,2813,528,$224.30
1/8/2024,boards.greenhouse.io,social,(organic),$61.97,5306,4897,630,$366.24
1/25/2024,momentum.com,organic,service_strategy,$26.18,5382,5332,909,$450.51
1/23/2024,google,(none),solution_data,$38.85,7121,6389,550,$417.31
1/19/2024,enterprisemarketingportal.google,(none),(direct),$94.70,6599,6253,470,$158.86
1/7/2024,boards.greenhouse.io,social,(direct),$25.24,5018,4221,257,$657.94
1/6/2024,yandex.ru,(none),solution_marketing,$76.07,4520,3864,503,$490.06
1/19/2024,momentum.com,social,(direct),$37.56,4812,4322,502,$477.76
1/5/2024,momentum.com,referral,solution_data,$39.26,2494,1634,950,$627.87
1/4/2024,gdmsugar.gartner.com,organic,(organic),$78.86,5606,5169,345,$509.22
1/6/2024,gdmsugar.gartner.com,referral,(organic),$42.66,5204,4320,678,$201.67
1/22/2024,meta,(none),(direct),$76.17,3757,2758,945,$572.33
1/23/2024,google,(none),christmas_cmp,$22.07,7640,7026,261,$802.08
1/23/2024,app.amplemarket.com,referral,christmas_cmp,$31.19,8228,7311,940,$614.30
1/6/2024,enterprisemarketingportal.google,(none),(referral),$85.49,8113,7731,429,$669.30
1/19/2024,linkedin.com,referral,(organic),$25.44,6486,6440,322,$668.07
1/1/2024,google,paid,(referral),$60.79,9779,9229,855,$329.06
1/7/2024,momentum.com,referral,chrome_launch_switch,$67.55,5946,5210,997,$581.27
1/28/2024,(direct),paid,(organic),$70.72,1144,499,318,$235.09
1/13/2024,bing,referral,chrome_launch_switch,$39.90,4045,3198,632,$342.54
1/21/2024,enterprisemarketingportal.google,social,solution_marketing,$60.25,4809,3908,123,$576.03
1/27/2024,google,(none),(organic),$30.23,4189,3968,255,$571.42
1/7/2024,enterprisemarketingportal.google,referral,(direct),$88.20,6448,5591,300,$657.32
1/2/2024,(direct),organic,(referral),$31.30,4014,3812,693,$983.88
1/6/2024,chrome_launch_switch,paid,(direct),$18.70,5959,5865,430,$751.29
1/14/2024,enterprisemarketingportal.google,paid,(organic),$35.56,5542,5068,363,$794.24
1/25/2024,linkedin.com,social,(organic),$47.22,9190,8637,360,$474.76
1/24/2024,app.amplemarket.com,(none),(organic),$41.98,8837,8364,974,$822.24
1/9/2024,(direct),paid,solution_marketing,$23.14,3094,2292,270,$855.96
1/21/2024,gdmsugar.gartner.com,referral,service_strategy,$72.18,8143,7496,761,$673.58
1/10/2024,google,referral,(direct),$52.37,3457,3227,782,$238.51
1/19/2024,chrome_launch_switch,(none),solution_marketing,$20.30,9169,8498,519,$637.54
1/14/2024,enterprisemarketingportal.google,referral,christmas_cmp,$73.12,6025,5704,418,$206.29
1/5/2024,boards.greenhouse.io,social,solution_data,$45.17,1276,763,415,$263.58
1/27/2024,app.amplemarket.com,(none),solution_marketing,$51.23,6491,6378,293,$998.84
1/3/2024,yandex.ru,organic,(direct),$36.46,7967,7613,329,$206.33
1/13/2024,app.amplemarket.com,referral,(direct),$39.10,7039,6645,334,$598.76
1/14/2024,gdmsugar.gartner.com,social,solution_data,$12.58,9327,8556,961,$512.58
1/24/2024,linkedin.com,organic,(referral),$45.91,1587,1324,686,$506.15
1/10/2024,yandex.ru,paid,chrome_launch_switch,$85.89,3937,3285,981,$344.98
1/16/2024,momentum.com,social,solution_marketing,$17.58,3296,3283,249,$378.42
1/15/2024,chrome_launch_switch,referral,(direct),$27.57,3807,3026,122,$214.19
1/18/2024,enterprisemarketingportal.google,referral,service_strategy,$80.80,1274,926,126,$725.46
1/25/2024,yandex.ru,referral,solution_data,$13.91,6109,5416,237,$709.52
1/19/2024,linkedin.com,organic,chrome_launch_switch,$49.06,1898,1885,215,$445.94
1/29/2024,bing,social,(referral),$59.10,5295,5244,656,$947.88
1/6/2024,boards.greenhouse.io,paid,chrome_launch_switch,$40.66,6443,5950,113,$164.33
1/26/2024,gdmsugar.gartner.com,paid,(organic),$44.30,8182,7514,255,$857.64
1/29/2024,yandex.ru,referral,christmas_cmp,$15.41,5083,4545,214,$668.06
1/15/2024,chrome_launch_switch,(none),christmas_cmp,$83.09,9623,9090,699,$681.97
1/12/2024,yandex.ru,organic,service_strategy,$18.09,8261,7336,811,$833.62
1/2/2024,(direct),referral,(referral),$34.84,5182,4658,178,$826.18
1/14/2024,gdmsugar.gartner.com,organic,service_strategy,$72.40,6737,5853,617,$820.16
1/19/2024,bing,(none),service_strategy,$17.62,5370,4890,952,$778.15
1/23/2024,boards.greenhouse.io,(none),christmas_cmp,$97.94,9680,9109,238,$405.11
1/7/2024,linkedin.com,paid,chrome_launch_switch,$66.38,2486,1513,147,$275.14
1/3/2024,meta,organic,solution_marketing,$27.39,3976,3669,156,$192.41
1/19/2024,gdmsugar.gartner.com,(none),solution_marketing,$99.29,2015,1263,279,$804.49
1/3/2024,(direct),paid,solution_marketing,$26.25,9034,8315,976,$786.93
1/7/2024,(direct),(none),christmas_cmp,$22.46,3036,2519,357,$356.24
1/8/2024,chrome_launch_switch,paid,(organic),$51.56,5612,5514,553,$102.73
1/15/2024,enterprisemarketingportal.google,referral,chrome_launch_switch,$88.07,5655,5191,595,$470.42
1/2/2024,brightedge--c.vf.force.com,organic,(direct),$14.43,4454,4381,884,$336.95
1/5/2024,momentum.com,social,solution_data,$35.43,4259,4254,317,$392.50
1/11/2024,(direct),referral,(referral),$93.12,4642,4498,930,$148.96
1/19/2024,chrome_launch_switch,referral,service_strategy,$65.53,6512,5738,331,$922.65
1/14/2024,linkedin.com,social,christmas_cmp,$81.10,9640,9541,520,$894.09
1/20/2024,momentum.com,referral,christmas_cmp,$25.43,6495,5809,524,$677.33
1/24/2024,momentum.com,(none),chrome_launch_switch,$62.06,5504,4987,410,$104.60
1/27/2024,(direct),paid,chrome_launch_switch,$55.41,4016,3827,179,$353.87
1/7/2024,chrome_launch_switch,social,(referral),$89.52,1544,1356,245,$447.60
1/12/2024,meta,social,solution_data,$74.81,6598,5769,991,$800.43
1/23/2024,chrome_launch_switch,social,(direct),$97.76,9454,9027,187,$951.43
1/11/2024,google,paid,service_strategy,$34.65,9390,8645,456,$389.33
1/13/2024,google,social,(direct),$79.39,9536,8554,520,$376.70
1/3/2024,momentum.com,paid,(direct),$40.14,9691,9612,660,$125.57
1/22/2024,enterprisemarketingportal.google,social,christmas_cmp,$15.96,8044,7333,295,$323.73
1/6/2024,(direct),referral,solution_marketing,$53.24,8488,8363,872,$106.96
1/14/2024,(direct),social,(organic),$15.74,1822,1629,786,$136.96
1/15/2024,brightedge--c.vf.force.com,organic,solution_marketing,$41.03,6531,6104,310,$688.48
1/4/2024,linkedin.com,referral,chrome_launch_switch,$37.55,3778,3145,121,$164.30
1/6/2024,yandex.ru,social,chrome_launch_switch,$87.02,4146,3559,641,$360.80
1/23/2024,boards.greenhouse.io,referral,solution_data,$82.47,4935,4122,694,$489.03
1/28/2024,chrome_launch_switch,referral,chrome_launch_switch,$68.06,3159,2466,755,$183.58
1/20/2024,brightedge--c.vf.force.com,paid,solution_marketing,$96.38,2138,1798,696,$478.37
1/22/2024,momentum.com,(none),service_strategy,$20.87,6967,6516,657,$129.89
1/22/2024,brightedge--c.vf.force.com,(none),(direct),$87.33,1719,746,444,$674.21
1/15/2024,boards.greenhouse.io,referral,(referral),$20.57,2793,1797,996,$684.81
1/24/2024,chrome_launch_switch,paid,solution_marketing,$78.48,7702,7219,372,$543.04
1/13/2024,app.amplemarket.com,(none),(referral),$31.30,6255,5990,256,$559.17
1/3/2024,app.amplemarket.com,referral,chrome_launch_switch,$73.79,4657,4163,929,$252.61
1/17/2024,chrome_launch_switch,referral,(referral),$91.52,1851,1308,461,$619.66
1/20/2024,google,organic,christmas_cmp,$24.40,8716,7915,162,$745.57
1/16/2024,meta,paid,(organic),$85.34,4159,3997,252,$137.69
1/14/2024,(direct),social,(referral),$34.09,3354,2733,715,$778.26
1/9/2024,(direct),(none),(organic),$82.10,6179,5836,134,$899.81
1/26/2024,(direct),(none),solution_data,$69.95,4351,3431,616,$436.07
1/12/2024,gdmsugar.gartner.com,(none),service_strategy,$87.02,7264,7189,421,$237.49
1/1/2024,app.amplemarket.com,(none),solution_data,$39.76,1429,817,857,$524.56
1/11/2024,linkedin.com,(none),(direct),$48.37,9520,8595,902,$680.46
1/17/2024,momentum.com,(none),(organic),$28.67,9502,8620,915,$545.09
1/12/2024,yandex.ru,social,chrome_launch_switch,$76.01,4138,3435,718,$986.46
1/20/2024,gdmsugar.gartner.com,organic,service_strategy,$83.23,7531,7218,255,$565.73
1/16/2024,meta,organic,(direct),$89.75,2360,1411,462,$161.25
1/29/2024,chrome_launch_switch,organic,(organic),$27.15,2940,2084,878,$458.39
1/9/2024,enterprisemarketingportal.google,(none),(direct),$51.49,4167,3377,846,$168.89
1/5/2024,(direct),(none),solution_data,$76.91,2367,2259,548,$438.46
1/24/2024,(direct),organic,(organic),$23.91,4676,4614,305,$140.63
1/29/2024,meta,referral,(organic),$67.83,5860,5003,509,$925.07
1/10/2024,chrome_launch_switch,paid,(organic),$27.39,4520,4058,520,$787.31
1/28/2024,gdmsugar.gartner.com,organic,service_strategy,$46.10,6144,5748,366,$653.77
1/10/2024,chrome_launch_switch,social,(referral),$22.65,8078,7394,969,$862.14
1/13/2024,brightedge--c.vf.force.com,organic,christmas_cmp,$50.49,3929,3874,958,$227.04
1/29/2024,momentum.com,organic,(referral),$63.72,1307,524,361,$420.15
1/3/2024,bing,referral,(direct),$25.82,2513,1861,940,$298.94
1/28/2024,app.amplemarket.com,referral,(organic),$88.79,3612,2886,907,$585.88
1/7/2024,brightedge--c.vf.force.com,(none),solution_marketing,$60.71,4836,4806,925,$632.08
1/2/2024,gdmsugar.gartner.com,paid,solution_marketing,$65.82,6881,6406,195,$697.50
1/13/2024,meta,paid,service_strategy,$36.04,2066,1435,636,$107.07
1/24/2024,boards.greenhouse.io,social,chrome_launch_switch,$97.39,2797,2368,218,$515.06
1/1/2024,(direct),paid,solution_data,$35.68,8313,8280,701,$986.32
1/18/2024,linkedin.com,referral,(referral),$62.47,5926,5652,855,$773.35
1/1/2024,yandex.ru,social,christmas_cmp,$71.04,3826,3371,363,$856.64
1/25/2024,chrome_launch_switch,organic,chrome_launch_switch,$53.57,5131,4595,813,$499.78
1/19/2024,chrome_launch_switch,(none),(referral),$76.85,4115,3736,977,$963.52
1/20/2024,yandex.ru,organic,service_strategy,$58.12,4819,4522,960,$298.39
1/28/2024,(direct),organic,(organic),$73.04,6876,6030,802,$149.92
1/8/2024,linkedin.com,referral,(direct),$35.96,4783,4386,597,$598.35
1/26/2024,momentum.com,(none),service_strategy,$10.90,4792,4686,373,$714.19
1/6/2024,app.amplemarket.com,(none),christmas_cmp,$25.89,7638,7141,836,$398.87
1/11/2024,(direct),referral,chrome_launch_switch,$12.70,9968,9150,959,$944.24
1/17/2024,linkedin.com,(none),(organic),$72.42,7157,6396,479,$280.27
1/16/2024,boards.greenhouse.io,referral,christmas_cmp,$24.25,9509,8597,726,$794.86
1/13/2024,enterprisemarketingportal.google,organic,service_strategy,$36.21,7798,7153,976,$151.74
1/16/2024,boards.greenhouse.io,social,(referral),$63.63,5875,5313,275,$732.39
1/16/2024,(direct),organic,service_strategy,$62.91,1361,460,771,$736.77
1/13/2024,meta,paid,(direct),$25.05,2980,2527,606,$294.22
1/3/2024,app.amplemarket.com,social,(organic),$25.91,5713,5666,896,$728.15
1/4/2024,(direct),(none),chrome_launch_switch,$69.37,6447,5799,752,$518.36
1/4/2024,app.amplemarket.com,referral,solution_marketing,$83.43,5488,4733,504,$841.23
1/21/2024,google,referral,solution_marketing,$57.32,2324,1975,916,$412.55
1/17/2024,yandex.ru,paid,(organic),$93.16,9740,8782,160,$363.03
1/9/2024,(direct),social,christmas_cmp,$11.41,4059,3326,446,$604.36
1/29/2024,linkedin.com,paid,(direct),$55.45,6756,6094,780,$360.11
1/23/2024,brightedge--c.vf.force.com,organic,(direct),$84.10,9922,9388,363,$723.52
1/16/2024,google,(none),(organic),$67.61,5783,5393,681,$290.16
1/11/2024,boards.greenhouse.io,referral,solution_marketing,$20.52,9298,8839,783,$848.75
1/12/2024,gdmsugar.gartner.com,paid,(direct),$50.42,1511,1267,904,$572.28
1/20/2024,yandex.ru,organic,(referral),$37.64,4553,4500,755,$183.32
1/15/2024,yandex.ru,(none),solution_data,$91.13,6560,5702,116,$235.83
1/6/2024,app.amplemarket.com,social,(direct),$80.74,1855,1239,299,$196.09
1/29/2024,bing,paid,solution_marketing,$81.70,1545,1127,806,$805.04
1/10/2024,linkedin.com,social,(referral),$12.52,3869,3045,160,$578.04
1/10/2024,momentum.com,paid,chrome_launch_switch,$51.82,8302,7416,937,$478.21
1/15/2024,meta,paid,(organic),$50.79,6413,5757,782,$308.49
1/13/2024,meta,organic,solution_data,$97.05,2918,2400,955,$567.42
1/22/2024,chrome_launch_switch,social,christmas_cmp,$44.60,9024,8492,867,$978.97
1/20/2024,linkedin.com,(none),(direct),$49.16,3548,3044,127,$673.43
1/3/2024,enterprisemarketingportal.google,social,chrome_launch_switch,$74.28,7029,6692,287,$984.16
1/17/2024,google,paid,(direct),$80.39,5396,5265,423,$692.67
1/28/2024,brightedge--c.vf.force.com,(none),(organic),$27.99,9359,9204,897,$325.28
1/28/2024,brightedge--c.vf.force.com,(none),christmas_cmp,$75.12,8263,7554,854,$681.32
1/28/2024,app.amplemarket.com,(none),chrome_launch_switch,$14.17,6391,6125,333,$499.69
1/6/2024,bing,(none),solution_marketing,$33.56,9195,9093,812,$132.21
1/17/2024,google,(none),(referral),$30.52,5186,4716,212,$341.94
1/4/2024,bing,social,(organic),$44.17,7234,6579,822,$433.76
1/19/2024,chrome_launch_switch,(none),solution_marketing,$55.97,5276,5103,312,$557.67
1/18/2024,momentum.com,social,(referral),$22.54,9274,8997,759,$588.67
1/7/2024,yandex.ru,organic,solution_data,$68.31,9087,8291,241,$884.49
1/18/2024,momentum.com,(none),service_strategy,$93.26,3475,3439,411,$474.10
1/25/2024,boards.greenhouse.io,social,service_strategy,$75.28,8612,7822,454,$839.81
1/23/2024,yandex.ru,(none),chrome_launch_switch,$12.54,6755,5916,241,$400.51
1/10/2024,linkedin.com,social,(referral),$62.80,8447,7447,558,$706.89
1/15/2024,gdmsugar.gartner.com,organic,solution_marketing,$13.40,1577,1322,948,$591.68
1/11/2024,momentum.com,(none),(referral),$28.07,7818,7111,842,$962.10
1/14/2024,enterprisemarketingportal.google,(none),(referral),$12.59,2406,1621,406,$959.68
1/16/2024,yandex.ru,social,(organic),$40.60,8158,7182,718,$484.94
1/7/2024,brightedge--c.vf.force.com,referral,solution_marketing,$97.83,2867,2779,716,$720.27
1/10/2024,meta,organic,christmas_cmp,$78.06,5198,5053,249,$571.19
1/8/2024,linkedin.com,referral,(direct),$71.36,3407,2586,330,$471.86
1/3/2024,google,(none),solution_marketing,$23.98,1263,531,790,$300.50
1/5/2024,chrome_launch_switch,(none),christmas_cmp,$58.35,8309,7535,976,$772.60
1/6/2024,yandex.ru,social,solution_data,$79.45,4461,4299,866,$676.02
1/11/2024,enterprisemarketingportal.google,paid,solution_marketing,$58.08,5616,5076,749,$830.09
1/28/2024,yandex.ru,(none),solution_marketing,$57.33,9711,8992,600,$147.52
1/26/2024,momentum.com,organic,christmas_cmp,$83.30,6587,5859,478,$520.71
1/7/2024,(direct),social,(referral),$18.82,1791,1617,792,$496.08
1/1/2024,google,organic,service_strategy,$64.81,5845,5583,548,$724.20
1/28/2024,brightedge--c.vf.force.com,organic,christmas_cmp,$43.92,4243,3432,230,$819.87
1/24/2024,app.amplemarket.com,social,(referral),$41.41,1157,924,237,$515.97
1/7/2024,chrome_launch_switch,(none),(organic),$94.41,7337,6873,256,$415.78
1/14/2024,linkedin.com,(none),solution_marketing,$39.20,4733,4720,709,$500.21
1/29/2024,bing,(none),solution_marketing,$91.99,2161,1663,308,$264.31
1/11/2024,bing,social,solution_data,$90.50,6912,5986,188,$460.60
1/14/2024,meta,paid,(referral),$76.56,3987,3617,964,$873.32
1/25/2024,google,paid,christmas_cmp,$96.23,8665,8429,672,$539.19
1/27/2024,(direct),referral,solution_data,$93.25,8331,7770,393,$900.64
1/1/2024,app.amplemarket.com,social,(referral),$62.95,7647,7208,696,$135.37
1/17/2024,momentum.com,referral,solution_data,$38.95,9553,8835,135,$416.21
1/14/2024,boards.greenhouse.io,referral,(referral),$95.12,6581,5861,455,$872.07
1/1/2024,gdmsugar.gartner.com,referral,solution_marketing,$78.23,1313,367,568,$837.80
1/6/2024,momentum.com,organic,(referral),$11.34,7202,6511,477,$810.44
1/29/2024,yandex.ru,social,christmas_cmp,$44.78,6360,5458,196,$164.72
1/21/2024,(direct),social,service_strategy,$76.13,6628,6386,943,$756.67
1/11/2024,momentum.com,referral,chrome_launch_switch,$34.04,6935,6360,858,$871.27
1/24/2024,(direct),social,(direct),$55.97,7107,7044,646,$868.57
1/6/2024,bing,referral,chrome_launch_switch,$72.93,4183,3282,241,$961.23
1/7/2024,enterprisemarketingportal.google,paid,(direct),$27.92,8546,8527,891,$120.44
1/6/2024,(direct),(none),service_strategy,$40.54,6132,5139,569,$296.48
1/21/2024,app.amplemarket.com,referral,service_strategy,$26.32,6993,6625,341,$399.27
1/22/2024,google,paid,(organic),$62.21,8401,7960,881,$992.97
1/11/2024,momentum.com,paid,solution_data,$43.19,7738,6875,913,$846.76
1/11/2024,linkedin.com,paid,solution_data,$71.52,6552,5642,513,$894.98
1/24/2024,enterprisemarketingportal.google,(none),(referral),$72.59,6517,6323,228,$124.27
1/20/2024,gdmsugar.gartner.com,paid,solution_marketing,$59.59,9519,9014,559,$807.53
1/16/2024,app.amplemarket.com,organic,(direct),$72.91,6758,6695,111,$588.92
1/13/2024,linkedin.com,paid,(organic),$35.29,1233,688,520,$302.09
1/13/2024,boards.greenhouse.io,organic,service_strategy,$39.95,9331,8597,306,$956.52
1/25/2024,momentum.com,social,chrome_launch_switch,$31.20,5221,4366,125,$139.28
1/14/2024,google,social,solution_data,$81.87,3428,3375,730,$830.94
1/10/2024,yandex.ru,referral,chrome_launch_switch,$10.30,5932,5033,209,$456.38
