date,source,medium,campaign,cost,impressions,clicks,users,conversions,revenue,conversion_rate,bounce_rate,time_on_site,device_type,browser,satisfaction_score,feedback_score
2022-02-04,twitter,organic,brand_awareness,1831.22,3276,3002,2398,779,572.73,25.95,20.12,319,Mobile,Firefox,1,5
2022-02-28,facebook,display,new_product_launch,1631.72,4657,4294,2426,1506,472.73,35.07,43.5,37,Desktop,Firefox,1,5
2023-03-19,linkedin,social,brand_awareness,951.95,1489,395,319,101,605.88,25.57,19.24,132,Mobile,Safari,5,5
2023-03-09,google,display,brand_awareness,1371.51,5592,2177,1328,1146,35.45,52.64,39.0,218,Mobile,Safari,2,5
2023-08-25,twitter,organic,new_product_launch,895.14,7183,4973,2826,327,914.59,6.58,43.17,150,Desktop,Safari,2,4
2023-07-04,direct,display,summer_sale,64.24,6785,3212,2082,6,710.82,0.19,35.18,58,Mobile,Safari,1,5
2021-07-12,newsletter,video,new_product_launch,575.64,4395,1476,1111,505,836.02,34.21,24.73,398,Mobile,Safari,3,3
2022-05-02,youtube,organic,customer_retention,1012.39,9804,3491,419,99,43.41,2.84,88.0,115,Mobile,Firefox,1,3
2022-11-24,direct,display,brand_awareness,2023.91,7352,6979,3515,723,277.37,10.36,49.63,400,Desktop,Chrome,2,4
2021-04-27,youtube,social,summer_sale,528.87,7283,3111,1309,1101,413.54,35.39,57.92,91,Mobile,Safari,4,4
2022-07-22,youtube,display,lead_generation,661.2,2899,2755,2403,1280,41.3,46.46,12.78,272,Mobile,Safari,5,4
2022-05-09,facebook,referral,summer_sale,2875.89,7739,5639,4406,781,296.29,13.85,21.87,119,Desktop,Safari,5,5
2022-02-21,instagram,social,new_product_launch,925.0,2691,2500,1537,870,805.55,34.8,38.52,41,Desktop,Firefox,2,5
2023-05-27,instagram,referral,new_product_launch,36.72,6251,153,123,66,999.37,43.14,19.61,122,Desktop,Safari,4,4
2023-01-04,twitter,organic,brand_awareness,330.72,4586,689,474,361,978.99,52.39,31.2,245,Desktop,Firefox,5,3
2021-05-28,youtube,social,lead_generation,-58.89,4973,453,179,91,87.49,20.09,60.49,356,Mobile,Firefox,2,5
2023-07-01,newsletter,video,lead_generation,1801.36,8526,2047,854,229,108.25,11.19,58.28,87,Mobile,Chrome,3,4
2022-04-30,facebook,video,brand_awareness,-21.48,4577,716,216,39,146.09,5.45,69.83,51,Desktop,Firefox,4,4
2023-06-24,google,referral,lead_generation,4.88,106,8,4,1,627.13,12.5,50.0,145,Mobile,Safari,3,4
2023-01-20,newsletter,referral,lead_generation,1988.12,9907,8644,2013,1816,280.86,21.01,76.71,303,Desktop,Firefox,1,5
2021-08-14,twitter,organic,lead_generation,-102.74,9105,5137,799,82,322.22,1.6,84.45,266,Mobile,Firefox,3,4
2022-02-26,instagram,social,new_product_launch,454.02,1929,658,480,405,241.5,61.55,27.05,173,Mobile,Safari,1,5
2021-10-15,direct,referral,lead_generation,-1224.34,5252,3601,1194,461,243.82,12.8,66.84,343,Mobile,Safari,4,5
2021-11-04,facebook,organic,brand_awareness,306.54,1064,786,483,102,334.7,12.98,38.55,391,Mobile,Safari,2,3
2023-11-11,twitter,organic,summer_sale,-429.78,7804,3306,620,568,767.81,17.18,81.25,344,Mobile,Chrome,5,5
2021-11-28,newsletter,video,lead_generation,68.06,5828,166,137,22,990.43,13.25,17.47,455,Desktop,Chrome,3,4
2021-08-02,linkedin,display,new_product_launch,7444.01,7668,3667,1928,262,871.0,7.14,47.42,475,Desktop,Safari,1,4
2023-07-25,direct,display,brand_awareness,-53.36,9069,2668,1705,134,896.17,5.02,36.09,457,Mobile,Safari,5,4
2021-12-13,newsletter,social,summer_sale,141.69,6239,4723,3506,667,235.09,14.12,25.77,304,Desktop,Firefox,1,3
2022-01-31,direct,referral,summer_sale,-547.2,3428,1140,439,87,139.28,7.63,61.49,125,Desktop,Safari,1,5
2022-01-17,facebook,social,summer_sale,91.12,5260,2278,315,47,128.72,2.06,86.17,374,Desktop,Chrome,2,5
2022-11-21,newsletter,video,new_product_launch,1366.56,3471,1872,257,12,809.51,0.64,86.27,163,Desktop,Firefox,2,4
2023-05-12,newsletter,organic,lead_generation,961.14,3037,1158,946,180,506.55,15.54,18.31,158,Mobile,Firefox,5,3
2021-10-25,direct,organic,lead_generation,-998.75,6830,2125,310,196,641.8,9.22,85.41,35,Desktop,Chrome,2,3
2022-07-19,direct,referral,lead_generation,16.35,405,327,46,44,719.67,13.46,85.93,209,Mobile,Safari,1,5
2022-10-26,direct,referral,new_product_launch,3272.64,7882,7792,7569,6759,141.59,86.74,2.86,47,Desktop,Chrome,3,3
2022-07-13,google,social,brand_awareness,670.08,6538,698,671,545,526.42,78.08,3.87,233,Desktop,Chrome,3,5
2023-11-04,instagram,social,new_product_launch,2762.32,6875,3784,3560,2329,928.27,61.55,5.92,243,Mobile,Safari,3,3
2022-05-10,direct,referral,new_product_launch,219.42,3191,477,213,20,887.27,4.19,55.35,35,Desktop,Chrome,5,5
2022-10-25,direct,organic,brand_awareness,-2870.91,9663,5859,3692,211,111.08,3.6,36.99,407,Desktop,Firefox,2,4
2021-08-15,twitter,video,summer_sale,-91.2,2428,608,536,190,135.99,31.25,11.84,113,Mobile,Safari,3,4
2022-04-28,facebook,referral,new_product_launch,1643.6,4292,2935,2367,1827,349.26,62.25,19.35,326,Desktop,Safari,2,3
2022-03-13,direct,organic,summer_sale,331.39,1141,1069,596,366,249.69,34.24,44.25,47,Mobile,Chrome,3,3
2023-12-14,newsletter,social,customer_retention,1535.12,7427,4952,954,105,397.55,2.12,80.74,204,Mobile,Chrome,4,3
2021-07-19,linkedin,display,customer_retention,9537.16,6847,6316,2298,707,140.25,11.19,63.62,401,Mobile,Firefox,1,4
2022-08-25,newsletter,social,new_product_launch,258.58,4924,3694,1396,3,68.06,0.08,62.21,216,Mobile,Safari,1,4
2022-05-09,google,organic,summer_sale,1647.72,7792,2388,372,170,157.62,7.12,84.42,264,Mobile,Chrome,3,4
2021-06-21,newsletter,organic,new_product_launch,3336.0,9836,4170,202,185,28.85,4.44,95.16,346,Mobile,Chrome,3,3
2021-05-19,twitter,organic,lead_generation,2.16,525,6,5,3,540.56,50.0,16.67,334,Mobile,Firefox,4,5
2024-01-05,direct,organic,lead_generation,234.5,3271,1675,922,76,62.14,4.54,44.96,342,Desktop,Chrome,4,4
2022-11-02,google,organic,lead_generation,3840.2,5213,2743,1996,1442,650.54,52.57,27.23,242,Mobile,Firefox,4,4
2023-04-20,direct,organic,summer_sale,-784.16,4172,2704,1643,528,408.86,19.53,39.24,258,Desktop,Firefox,2,5
2022-07-13,twitter,social,brand_awareness,149.04,1124,552,526,521,738.53,94.38,4.71,103,Mobile,Chrome,4,4
2021-08-12,instagram,video,new_product_launch,1690.12,2737,2726,2621,1867,983.66,68.49,3.85,102,Mobile,Firefox,5,3
2023-01-23,facebook,social,summer_sale,-280.2,1571,1401,842,259,560.26,18.49,39.9,202,Mobile,Safari,4,3
2023-10-05,youtube,video,lead_generation,1353.59,4181,2219,2149,1457,966.5,65.66,3.15,479,Desktop,Chrome,4,3
2023-09-14,facebook,video,brand_awareness,-233.2,2238,1060,66,7,346.99,0.66,93.77,156,Mobile,Firefox,5,5
2022-04-30,twitter,social,summer_sale,2639.6,6915,6599,1709,1606,144.36,24.34,74.1,52,Mobile,Chrome,2,3
2023-04-25,newsletter,organic,customer_retention,244.32,8014,1018,892,653,779.84,64.15,12.38,154,Mobile,Chrome,4,5
2023-05-04,direct,video,customer_retention,421.68,4491,1004,638,7,276.5,0.7,36.45,362,Mobile,Chrome,3,3
2022-02-15,newsletter,display,brand_awareness,6752.8,7500,7340,7025,1303,925.85,17.75,4.29,73,Mobile,Firefox,5,5
2023-06-29,twitter,organic,new_product_launch,1028.1,4284,1490,547,140,499.18,9.4,63.29,440,Desktop,Safari,4,5
2022-08-06,youtube,referral,brand_awareness,632.13,9204,3327,2257,672,512.11,20.2,32.16,287,Mobile,Safari,5,3
2023-11-29,twitter,organic,brand_awareness,1279.59,3079,2509,2169,767,540.96,30.57,13.55,194,Desktop,Firefox,5,5
2022-01-31,linkedin,organic,lead_generation,1525.1,7730,1010,757,663,527.57,65.64,25.05,216,Mobile,Safari,3,5
2021-06-01,youtube,video,lead_generation,4035.12,9000,5934,4923,3055,640.03,51.48,17.04,359,Desktop,Chrome,3,5
2023-07-30,linkedin,video,customer_retention,1520.7,6909,822,18,3,116.91,0.36,97.81,272,Desktop,Firefox,4,4
2022-07-03,newsletter,video,summer_sale,3547.17,8475,3583,254,25,656.93,0.7,92.91,219,Desktop,Firefox,2,3
2021-08-30,linkedin,organic,brand_awareness,2191.28,6289,1274,188,56,692.6,4.4,85.24,318,Mobile,Chrome,5,5
2023-03-03,direct,social,customer_retention,1374.57,7331,5091,5049,3992,805.27,78.41,0.82,281,Desktop,Chrome,1,4
2022-05-01,newsletter,video,brand_awareness,78.12,1412,252,141,48,773.44,19.05,44.05,446,Mobile,Chrome,5,5
2021-07-04,instagram,social,brand_awareness,354.42,8019,537,373,50,360.92,9.31,30.54,53,Mobile,Safari,1,5
2021-05-04,youtube,social,brand_awareness,-90.18,5697,501,337,195,772.88,38.92,32.73,127,Desktop,Safari,3,3
2022-09-20,facebook,social,customer_retention,59.67,253,153,86,49,611.94,32.03,43.79,235,Mobile,Firefox,1,4
2023-11-23,youtube,social,new_product_launch,353.1,5622,1605,468,335,942.96,20.87,70.84,315,Desktop,Safari,3,3
2022-04-16,google,organic,brand_awareness,6195.9,9685,6522,3574,1400,484.12,21.47,45.2,230,Desktop,Chrome,1,4
2022-05-13,direct,referral,brand_awareness,812.24,5497,1846,833,198,155.8,10.73,54.88,166,Mobile,Safari,4,5
2023-10-20,newsletter,organic,lead_generation,467.6,1645,835,375,39,713.07,4.67,55.09,205,Desktop,Chrome,3,5
2022-03-11,facebook,organic,customer_retention,888.16,4445,1586,1328,1013,543.27,63.87,16.27,243,Desktop,Safari,2,3
2022-06-15,direct,social,brand_awareness,207.66,4936,3461,2892,1809,935.11,52.27,16.44,91,Desktop,Chrome,5,4
2023-02-19,linkedin,referral,new_product_launch,13173.39,8789,6687,5754,4713,2.5,70.48,13.95,232,Mobile,Chrome,3,4
2021-12-08,newsletter,social,new_product_launch,21.72,4876,2172,878,347,952.89,15.98,59.58,106,Desktop,Firefox,4,4
2022-01-29,instagram,referral,customer_retention,1438.29,2314,2283,531,160,665.51,7.01,76.74,202,Desktop,Safari,5,3
2022-05-12,linkedin,display,lead_generation,16216.64,9506,8672,7880,3861,689.76,44.52,9.13,220,Mobile,Firefox,3,3
2022-07-26,newsletter,display,brand_awareness,1187.2,3218,1484,656,364,704.49,24.53,55.8,439,Mobile,Safari,5,4
2023-10-08,twitter,display,brand_awareness,33.66,2949,187,130,116,824.38,62.03,30.48,266,Desktop,Safari,3,4
2023-08-09,twitter,social,new_product_launch,477.12,3909,2982,169,5,708.72,0.17,94.33,94,Desktop,Firefox,1,5
2021-06-06,facebook,video,lead_generation,-3.77,588,29,20,14,362.77,48.28,31.03,50,Desktop,Chrome,4,4
2023-07-21,linkedin,referral,brand_awareness,3118.85,4108,1273,11,4,722.1,0.31,99.14,259,Mobile,Firefox,5,3
2021-05-12,twitter,referral,customer_retention,3022.4,6844,3778,2070,972,782.45,25.73,45.21,459,Mobile,Safari,3,3
2022-10-25,linkedin,social,customer_retention,700.64,5127,302,11,4,792.35,1.32,96.36,195,Mobile,Safari,1,4
2022-05-31,linkedin,social,summer_sale,14924.39,9759,8831,8766,6898,109.56,78.11,0.74,260,Mobile,Safari,5,5
2021-11-22,newsletter,display,lead_generation,16.6,1564,332,287,231,852.81,69.58,13.55,406,Mobile,Firefox,4,5
2022-03-08,youtube,social,summer_sale,-30.33,5139,1011,165,101,309.96,9.99,83.68,325,Mobile,Safari,1,4
2023-12-14,direct,social,summer_sale,852.6,3003,1740,1037,477,431.32,27.41,40.4,129,Desktop,Firefox,3,5
2022-05-01,youtube,referral,brand_awareness,3325.34,7615,7229,5216,3205,132.43,44.34,27.85,116,Desktop,Chrome,1,3
2021-10-11,newsletter,organic,summer_sale,90.36,1218,1004,900,490,534.08,48.8,10.36,459,Desktop,Chrome,4,5
2023-12-23,newsletter,social,lead_generation,14.16,7750,472,384,97,610.23,20.55,18.64,336,Desktop,Chrome,3,4
2021-02-26,newsletter,social,summer_sale,2749.42,4760,3197,854,166,651.4,5.19,73.29,33,Mobile,Firefox,3,4
2022-03-20,direct,social,brand_awareness,750.24,5045,3126,2723,116,530.09,3.71,12.89,134,Desktop,Safari,1,3
2023-06-22,google,display,summer_sale,19.5,84,30,7,7,996.22,23.33,76.67,107,Mobile,Safari,1,4
2022-04-24,newsletter,social,lead_generation,39.33,815,69,53,22,845.43,31.88,23.19,157,Desktop,Safari,5,5
2022-10-11,google,organic,summer_sale,765.85,5452,1445,67,65,50.52,4.5,95.36,80,Mobile,Firefox,5,3
2023-07-26,facebook,display,summer_sale,94.32,5453,131,21,14,471.94,10.69,83.97,61,Mobile,Safari,3,3
2022-02-10,youtube,referral,new_product_launch,89.85,8376,599,136,104,195.47,17.36,77.3,344,Desktop,Firefox,5,3
2021-03-12,twitter,video,summer_sale,775.5,5939,5170,3147,625,565.93,12.09,39.13,298,Desktop,Chrome,3,3
2023-08-07,twitter,organic,summer_sale,558.54,2286,963,544,219,473.76,22.74,43.51,329,Mobile,Firefox,1,3
2023-08-13,google,social,new_product_launch,3520.8,3079,2934,2631,2411,75.18,82.17,10.33,136,Desktop,Safari,5,3
2022-12-06,direct,video,lead_generation,210.33,3347,2337,1331,858,385.49,36.71,43.05,103,Mobile,Safari,2,3
2021-11-20,instagram,video,new_product_launch,1042.72,5449,2744,2627,3,188.7,0.11,4.26,291,Desktop,Chrome,5,5
2022-11-19,linkedin,social,new_product_launch,9003.74,5253,4714,3245,834,274.24,17.69,31.16,54,Mobile,Chrome,4,5
2021-10-16,youtube,organic,customer_retention,-1820.06,9045,8273,4713,1173,845.23,14.18,43.03,458,Mobile,Chrome,3,3
2022-04-22,newsletter,video,new_product_launch,2724.54,8447,6487,4099,4022,880.44,62.0,36.81,62,Mobile,Safari,1,4
2022-12-02,direct,referral,summer_sale,1379.16,7654,3831,59,20,885.49,0.52,98.46,128,Mobile,Chrome,4,5
2022-02-27,google,video,new_product_launch,1362.24,2517,1892,1273,1200,506.76,63.42,32.72,116,Desktop,Safari,2,4
2023-07-07,facebook,social,summer_sale,761.76,2347,2116,1720,994,102.0,46.98,18.71,191,Desktop,Chrome,3,4
2021-12-21,direct,social,brand_awareness,511.56,7022,4263,1572,502,546.95,11.78,63.12,377,Desktop,Firefox,4,4
2021-08-01,google,social,lead_generation,1038.78,2820,1194,1111,83,278.18,6.95,6.95,301,Desktop,Firefox,2,5
2021-02-15,twitter,social,new_product_launch,-42.3,336,282,101,2,105.65,0.71,64.18,351,Desktop,Chrome,3,4
2022-11-02,linkedin,social,lead_generation,13884.65,9512,6773,2089,1299,589.64,19.18,69.16,197,Desktop,Safari,4,3
2023-11-08,newsletter,social,brand_awareness,660.96,1480,1224,659,282,738.86,23.04,46.16,330,Desktop,Firefox,2,5
2022-07-09,twitter,display,new_product_launch,895.2,6940,5968,3672,3175,88.1,53.2,38.47,78,Desktop,Firefox,3,3
2023-07-04,google,display,lead_generation,1268.15,3542,1951,499,243,434.13,12.46,74.42,408,Desktop,Chrome,4,5
2023-09-01,direct,social,lead_generation,-333.92,9765,4174,2969,2270,731.7,54.38,28.87,473,Mobile,Firefox,4,3
2022-11-15,instagram,referral,new_product_launch,1.95,1155,195,114,27,953.12,13.85,41.54,454,Desktop,Chrome,2,5
2024-01-14,facebook,referral,customer_retention,1672.56,2964,2424,644,4,192.02,0.17,73.43,140,Desktop,Firefox,5,5
2021-07-18,facebook,video,new_product_launch,540.47,7926,7721,7501,5422,84.15,70.22,2.85,470,Mobile,Safari,2,3
2023-07-27,instagram,social,new_product_launch,1195.2,9384,7968,405,263,987.09,3.3,94.92,337,Desktop,Firefox,2,5
2022-08-30,direct,social,summer_sale,2032.32,8595,4234,3242,1098,290.1,25.93,23.43,176,Mobile,Chrome,1,5
2021-12-27,twitter,referral,new_product_launch,400.92,8805,3341,2764,1564,669.88,46.81,17.27,410,Mobile,Safari,3,5
2022-09-19,direct,social,brand_awareness,244.65,9199,1165,427,111,893.63,9.53,63.35,133,Mobile,Safari,3,4
2023-10-16,direct,organic,lead_generation,-80.64,1750,192,178,57,191.27,29.69,7.29,218,Mobile,Firefox,2,3
2022-03-02,google,social,brand_awareness,2816.55,3501,2845,126,122,576.63,4.29,95.57,208,Mobile,Chrome,5,3
2021-04-26,google,social,brand_awareness,431.2,5109,616,383,238,712.25,38.64,37.82,230,Mobile,Firefox,4,4
2022-10-23,twitter,organic,customer_retention,130.8,1724,872,6,2,818.79,0.23,99.31,317,Mobile,Firefox,2,4
2021-06-23,twitter,video,lead_generation,-40.88,6176,292,274,72,205.95,24.66,6.16,162,Mobile,Safari,5,3
2024-01-29,twitter,organic,summer_sale,748.93,6486,5761,4868,4,342.63,0.07,15.5,184,Mobile,Chrome,5,3
2022-09-09,newsletter,display,new_product_launch,143.64,536,266,218,84,314.71,31.58,18.05,312,Mobile,Firefox,1,5
2023-10-19,direct,video,lead_generation,-436.14,4183,2423,913,285,311.27,11.76,62.32,127,Mobile,Safari,1,5
2022-11-25,newsletter,video,brand_awareness,22.74,5827,1137,412,400,769.41,35.18,63.76,419,Desktop,Firefox,3,4
2021-12-22,direct,video,new_product_launch,-0.0,4975,4692,806,60,995.92,1.28,82.82,434,Desktop,Firefox,5,4
2023-11-03,instagram,organic,lead_generation,210.72,5246,3512,2502,815,580.92,23.21,28.76,235,Mobile,Safari,3,5
2023-11-26,youtube,video,customer_retention,-822.36,3597,2937,1939,823,693.36,28.02,33.98,243,Mobile,Chrome,1,3
2022-10-12,direct,social,summer_sale,-1321.07,7421,6953,261,120,982.52,1.73,96.25,184,Mobile,Safari,1,5
2023-08-27,newsletter,organic,summer_sale,20.24,87,46,28,24,841.8,52.17,39.13,66,Mobile,Chrome,1,4
2021-04-25,google,display,brand_awareness,3008.28,9333,5676,550,225,580.7,3.96,90.31,190,Desktop,Chrome,5,5
2022-10-11,newsletter,organic,new_product_launch,1717.1,3400,2453,1518,1514,822.27,61.72,38.12,461,Desktop,Firefox,4,5
2022-08-16,google,social,summer_sale,2923.2,8333,4060,1198,942,761.47,23.2,70.49,249,Desktop,Chrome,5,4
2021-09-06,instagram,display,lead_generation,716.3,4840,1235,559,386,691.65,31.26,54.74,148,Desktop,Chrome,1,4
2022-04-26,instagram,display,summer_sale,957.6,1809,1520,290,100,409.74,6.58,80.92,306,Desktop,Firefox,5,3
2022-04-01,newsletter,social,brand_awareness,451.75,706,695,530,105,488.7,15.11,23.74,437,Desktop,Firefox,3,3
2022-01-31,youtube,referral,brand_awareness,1931.52,4739,3018,1495,980,393.58,32.47,50.46,439,Desktop,Chrome,5,4
2021-07-24,twitter,social,summer_sale,519.2,684,649,438,81,933.62,12.48,32.51,70,Desktop,Chrome,1,5
2022-06-09,newsletter,video,new_product_launch,3.44,163,8,7,3,72.48,37.5,12.5,405,Desktop,Safari,5,4
2023-05-23,twitter,display,lead_generation,1212.12,5627,2331,657,10,567.68,0.43,71.81,437,Desktop,Chrome,4,5
2022-11-11,twitter,organic,new_product_launch,-152.76,5332,3819,907,99,332.45,2.59,76.25,251,Desktop,Firefox,2,4
2024-01-10,newsletter,referral,brand_awareness,197.34,4137,299,86,2,238.83,0.67,71.24,422,Mobile,Firefox,2,4
2022-10-11,newsletter,display,summer_sale,8.55,260,9,5,2,707.36,22.22,44.44,476,Desktop,Safari,3,5
2023-07-15,direct,organic,customer_retention,-620.18,9150,2819,2467,1314,358.27,46.61,12.49,37,Desktop,Chrome,4,4
2022-02-13,newsletter,organic,customer_retention,722.84,4926,2126,676,14,41.63,0.66,68.2,289,Desktop,Safari,5,5
2022-04-12,youtube,social,summer_sale,1567.04,9563,2656,358,325,949.61,12.24,86.52,287,Desktop,Safari,2,5
2023-10-07,facebook,display,new_product_launch,0.0,5589,2586,2482,1280,200.98,49.5,4.02,433,Mobile,Firefox,3,5
2023-06-29,google,social,customer_retention,8116.8,9616,6764,1341,478,696.88,7.07,80.17,409,Mobile,Firefox,5,3
2023-10-09,twitter,video,new_product_launch,-28.3,818,566,231,12,785.9,2.12,59.19,437,Desktop,Chrome,1,4
2022-09-23,google,organic,summer_sale,1926.99,2597,1647,1541,437,19.7,26.53,6.44,457,Desktop,Firefox,3,3
2022-12-24,youtube,organic,lead_generation,326.74,2043,1054,693,663,581.12,62.9,34.25,403,Mobile,Chrome,1,5
2022-12-23,youtube,display,summer_sale,-642.6,3228,3060,2027,1024,322.75,33.46,33.76,276,Mobile,Firefox,3,5
2022-04-17,instagram,social,lead_generation,5883.81,8533,6763,4789,4241,11.85,62.71,29.19,324,Mobile,Firefox,2,4
2021-09-14,youtube,social,customer_retention,915.46,4077,3521,30,23,870.38,0.65,99.15,91,Mobile,Safari,3,5
2022-06-08,youtube,social,customer_retention,-220.08,1941,1048,1011,739,545.47,70.52,3.53,123,Mobile,Safari,2,3
2023-05-10,twitter,social,brand_awareness,799.31,2452,1193,1131,520,244.14,43.59,5.2,137,Desktop,Safari,1,3
2023-01-06,instagram,referral,brand_awareness,3.12,9267,8,5,5,17.83,62.5,37.5,364,Mobile,Firefox,2,3
2021-03-31,direct,social,summer_sale,3372.5,9252,6745,4171,508,278.17,7.53,38.16,49,Desktop,Firefox,5,3
2022-09-12,youtube,display,summer_sale,-69.6,675,348,219,49,756.71,14.08,37.07,117,Mobile,Firefox,4,5
2021-11-20,youtube,social,customer_retention,318.45,1939,965,34,0,941.38,0.0,96.48,334,Mobile,Safari,2,5
2021-12-18,youtube,social,brand_awareness,37.44,9493,208,200,46,622.12,22.12,3.85,356,Mobile,Safari,5,4
2023-12-31,youtube,social,lead_generation,3802.56,8982,7456,3752,530,984.28,7.11,49.68,191,Desktop,Chrome,1,5
2023-04-27,twitter,social,new_product_launch,182.28,2672,294,139,128,32.64,43.54,52.72,248,Mobile,Safari,3,3
2021-04-01,facebook,video,lead_generation,-76.5,6787,3825,2903,172,805.86,4.5,24.1,339,Desktop,Safari,5,5
2021-06-19,linkedin,video,brand_awareness,3806.4,4455,1560,345,105,633.1,6.73,77.88,284,Mobile,Chrome,2,5
2023-10-06,direct,social,customer_retention,1345.68,4140,3204,1653,112,602.97,3.5,48.41,434,Mobile,Chrome,5,3
2021-04-27,facebook,video,lead_generation,947.0,8264,4735,2901,1522,111.56,32.14,38.73,386,Mobile,Safari,1,3
2021-09-14,youtube,social,lead_generation,846.0,9537,3525,617,320,528.61,9.08,82.5,429,Mobile,Chrome,3,3
2022-09-15,direct,social,brand_awareness,-236.6,4326,845,734,431,164.58,51.01,13.14,409,Desktop,Firefox,3,5
2023-03-22,facebook,organic,customer_retention,-952.35,5117,4535,3623,2998,460.64,66.11,20.11,44,Mobile,Chrome,1,4
2022-10-21,direct,social,new_product_launch,-347.5,4657,3475,1146,114,582.67,3.28,67.02,404,Mobile,Safari,2,5
2024-01-19,instagram,social,new_product_launch,1932.0,4476,4200,3965,3027,67.11,72.07,5.6,333,Desktop,Firefox,5,3
2022-12-27,newsletter,social,brand_awareness,388.74,1948,627,130,101,804.37,16.11,79.27,421,Desktop,Chrome,2,5
2022-11-09,linkedin,social,brand_awareness,3501.75,2920,2001,1495,377,405.4,18.84,25.29,34,Mobile,Firefox,2,5
2022-10-03,youtube,referral,summer_sale,-4.26,1595,142,64,59,95.09,41.55,54.93,440,Desktop,Safari,4,3
2022-02-26,direct,social,brand_awareness,599.43,4546,2067,1636,1283,878.95,62.07,20.85,140,Mobile,Safari,2,5
2021-08-18,youtube,social,brand_awareness,-431.13,8021,2053,1753,134,200.35,6.53,14.61,243,Mobile,Safari,2,4
2022-08-23,instagram,social,customer_retention,205.2,1664,513,193,6,407.93,1.17,62.38,410,Mobile,Safari,5,5
2021-10-20,twitter,display,summer_sale,1071.52,7450,2896,1641,483,353.59,16.68,43.34,161,Mobile,Firefox,2,3
2022-10-17,facebook,social,new_product_launch,942.12,7130,5234,874,811,666.09,15.49,83.3,428,Mobile,Firefox,5,4
2021-07-12,facebook,video,lead_generation,771.8,8053,2270,322,294,407.44,12.95,85.81,220,Mobile,Chrome,5,3
2023-09-24,direct,social,customer_retention,382.36,871,869,386,20,114.87,2.3,55.58,132,Desktop,Safari,5,4
2022-05-13,direct,video,summer_sale,55.13,2247,149,101,60,939.89,40.27,32.21,228,Mobile,Chrome,1,5
2024-01-26,facebook,referral,brand_awareness,3234.54,8329,5217,2629,2296,249.12,44.01,49.61,302,Desktop,Firefox,1,3
2024-01-01,instagram,social,new_product_launch,611.25,3487,2445,40,11,654.99,0.45,98.36,61,Desktop,Chrome,2,4
2021-11-12,instagram,social,customer_retention,535.78,7729,1246,45,21,652.33,1.69,96.39,51,Desktop,Safari,3,3
2021-02-25,youtube,referral,customer_retention,-114.6,4745,3820,2651,951,658.34,24.9,30.6,106,Desktop,Chrome,4,3
2022-06-01,linkedin,referral,summer_sale,987.84,2145,588,500,13,901.6,2.21,14.97,452,Desktop,Firefox,3,4
2022-07-20,facebook,social,brand_awareness,230.23,2781,1001,448,64,294.2,6.39,55.24,199,Desktop,Firefox,1,3
2021-06-06,facebook,organic,summer_sale,663.13,5489,5101,2470,136,142.78,2.67,51.58,327,Mobile,Firefox,3,3
2021-09-26,direct,social,brand_awareness,73.41,4291,2447,585,131,155.4,5.35,76.09,212,Mobile,Chrome,4,5
2021-12-26,twitter,display,summer_sale,1726.8,3620,2878,2204,387,684.87,13.45,23.42,93,Mobile,Firefox,5,4
2021-08-15,youtube,organic,summer_sale,1038.16,8109,5464,3580,1647,687.52,30.14,34.48,379,Mobile,Firefox,1,4
2022-02-13,newsletter,display,customer_retention,1287.33,3363,2739,1350,132,711.86,4.82,50.71,260,Desktop,Safari,5,4
2022-03-26,linkedin,display,customer_retention,1723.26,1525,1119,601,25,849.08,2.23,46.29,317,Mobile,Chrome,5,5
2022-04-28,twitter,display,new_product_launch,579.18,1467,1182,690,579,437.41,48.98,41.62,34,Desktop,Firefox,3,3
2021-12-10,google,referral,new_product_launch,37.35,485,45,3,2,954.08,4.44,93.33,455,Mobile,Firefox,5,3
2021-05-19,newsletter,organic,new_product_launch,2167.17,9007,4089,3142,2893,805.73,70.75,23.16,255,Desktop,Chrome,3,4
2022-03-29,facebook,video,lead_generation,232.47,5010,1107,616,538,622.5,48.6,44.35,352,Desktop,Safari,3,4
2023-08-09,linkedin,display,summer_sale,205.03,7203,101,71,34,125.39,33.66,29.7,433,Mobile,Chrome,2,3
2023-10-26,google,social,new_product_launch,1833.6,5289,1528,1504,1394,524.22,91.23,1.57,422,Mobile,Firefox,5,4
2023-12-15,facebook,organic,summer_sale,2225.34,5870,4121,1710,1456,944.97,35.33,58.51,314,Desktop,Safari,1,3
2023-03-08,direct,organic,customer_retention,-619.2,6058,1376,523,329,717.96,23.91,61.99,363,Desktop,Chrome,3,3
2023-12-13,instagram,organic,customer_retention,3067.62,8473,5289,980,892,955.32,16.87,81.47,105,Desktop,Firefox,3,3
2022-03-02,linkedin,organic,brand_awareness,2350.68,5114,1031,858,134,920.22,13.0,16.78,187,Desktop,Chrome,4,5
2022-11-29,youtube,display,summer_sale,1265.56,6001,2182,1505,83,329.11,3.8,31.03,311,Desktop,Firefox,3,5
2021-03-08,twitter,social,new_product_launch,-227.12,5795,5678,453,259,230.21,4.56,92.02,473,Desktop,Firefox,5,5
2022-03-01,newsletter,social,brand_awareness,2679.0,8206,3572,941,709,870.52,19.85,73.66,341,Desktop,Safari,4,5
